,image_id,split,sat_image_path,mask_path
4864,800704,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/800704_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/800704_mask.png
1337,294813,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/294813_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/294813_mask.png
4594,758828,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/758828_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/758828_mask.png
4609,760170,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/760170_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/760170_mask.png
579,18640,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/18640_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/18640_mask.png
1159,269301,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/269301_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/269301_mask.png
457,170190,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/170190_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/170190_mask.png
4059,683317,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/683317_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/683317_mask.png
335,152132,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/152132_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/152132_mask.png
5944,955401,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/955401_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/955401_mask.png
814,22174,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/22174_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/22174_mask.png
1588,325890,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/325890_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/325890_mask.png
6203,996972,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/996972_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/996972_mask.png
5937,954214,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/954214_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/954214_mask.png
2585,468274,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/468274_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/468274_mask.png
3028,530575,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/530575_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/530575_mask.png
5601,905767,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/905767_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/905767_mask.png
3703,6281,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/6281_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/6281_mask.png
1114,263194,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/263194_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/263194_mask.png
1068,255824,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/255824_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/255824_mask.png
4217,706141,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/706141_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/706141_mask.png
4293,716115,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/716115_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/716115_mask.png
4088,686939,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/686939_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/686939_mask.png
666,199397,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/199397_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/199397_mask.png
6044,970400,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/970400_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/970400_mask.png
4011,675817,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/675817_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/675817_mask.png
1490,311078,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/311078_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/311078_mask.png
4009,675479,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/675479_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/675479_mask.png
4301,717014,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/717014_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/717014_mask.png
2848,504527,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/504527_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/504527_mask.png
5688,919704,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/919704_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/919704_mask.png
4869,801268,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/801268_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/801268_mask.png
495,175684,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/175684_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/175684_mask.png
4896,804925,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/804925_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/804925_mask.png
2419,445545,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/445545_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/445545_mask.png
612,190129,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/190129_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/190129_mask.png
5630,909059,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/909059_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/909059_mask.png
4574,756844,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/756844_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/756844_mask.png
1526,316440,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/316440_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/316440_mask.png
3679,625150,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/625150_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/625150_mask.png
174,126734,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/126734_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/126734_mask.png
2749,489731,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/489731_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/489731_mask.png
675,200296,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/200296_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/200296_mask.png
2013,386497,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/386497_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/386497_mask.png
5845,94157,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/94157_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/94157_mask.png
1812,358554,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/358554_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/358554_mask.png
3259,567935,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/567935_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/567935_mask.png
4167,69853,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/69853_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/69853_mask.png
3032,531060,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/531060_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/531060_mask.png
3763,636279,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/636279_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/636279_mask.png
3793,641064,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/641064_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/641064_mask.png
3873,652680,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/652680_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/652680_mask.png
5938,954319,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/954319_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/954319_mask.png
1091,260008,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/260008_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/260008_mask.png
3969,668768,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/668768_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/668768_mask.png
4458,738813,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/738813_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/738813_mask.png
3281,571802,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/571802_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/571802_mask.png
4826,793498,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/793498_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/793498_mask.png
1412,30137,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/30137_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/30137_mask.png
1850,363067,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/363067_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/363067_mask.png
5633,909630,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/909630_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/909630_mask.png
1880,367269,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/367269_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/367269_mask.png
4577,757279,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/757279_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/757279_mask.png
2035,390893,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/390893_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/390893_mask.png
3992,671552,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/671552_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/671552_mask.png
3516,603213,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/603213_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/603213_mask.png
5990,961531,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/961531_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/961531_mask.png
5904,949427,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/949427_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/949427_mask.png
4797,788177,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/788177_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/788177_mask.png
5493,887877,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/887877_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/887877_mask.png
4178,700383,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/700383_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/700383_mask.png
2786,494274,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/494274_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/494274_mask.png
2378,438785,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/438785_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/438785_mask.png
218,133797,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/133797_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/133797_mask.png
3778,63865,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/63865_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/63865_mask.png
386,159264,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/159264_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/159264_mask.png
2866,508222,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/508222_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/508222_mask.png
945,23824,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/23824_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/23824_mask.png
5596,904853,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/904853_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/904853_mask.png
6165,991373,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/991373_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/991373_mask.png
1173,272376,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/272376_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/272376_mask.png
1231,280022,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/280022_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/280022_mask.png
5381,87099,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/87099_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/87099_mask.png
176,127242,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/127242_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/127242_mask.png
2219,415109,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/415109_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/415109_mask.png
2603,472031,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/472031_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/472031_mask.png
4633,764272,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/764272_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/764272_mask.png
4673,769666,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/769666_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/769666_mask.png
1833,360726,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/360726_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/360726_mask.png
4939,813301,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/813301_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/813301_mask.png
5562,899152,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/899152_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/899152_mask.png
5665,915776,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/915776_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/915776_mask.png
2901,513539,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/513539_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/513539_mask.png
5961,957825,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/957825_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/957825_mask.png
5129,837143,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/837143_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/837143_mask.png
4907,806315,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/806315_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/806315_mask.png
693,202218,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/202218_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/202218_mask.png
6018,96639,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/96639_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/96639_mask.png
3379,584677,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/584677_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/584677_mask.png
5759,930016,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/930016_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/930016_mask.png
2674,480057,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/480057_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/480057_mask.png
662,199062,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/199062_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/199062_mask.png
1095,260481,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/260481_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/260481_mask.png
2391,440978,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/440978_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/440978_mask.png
3721,630236,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/630236_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/630236_mask.png
5433,879744,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/879744_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/879744_mask.png
3666,623685,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/623685_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/623685_mask.png
421,164642,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/164642_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/164642_mask.png
2250,420849,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/420849_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/420849_mask.png
1534,317514,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/317514_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/317514_mask.png
2910,514835,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/514835_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/514835_mask.png
2868,508542,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/508542_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/508542_mask.png
1349,295973,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/295973_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/295973_mask.png
4317,718920,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/718920_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/718920_mask.png
3617,616611,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/616611_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/616611_mask.png
1897,36988,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/36988_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/36988_mask.png
4536,750956,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/750956_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/750956_mask.png
87,113252,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/113252_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/113252_mask.png
4689,771314,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/771314_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/771314_mask.png
3056,534759,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/534759_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/534759_mask.png
6095,97852,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/97852_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/97852_mask.png
2183,409835,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/409835_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/409835_mask.png
4904,805996,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/805996_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/805996_mask.png
1036,250891,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/250891_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/250891_mask.png
568,185537,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/185537_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/185537_mask.png
5758,929975,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/929975_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/929975_mask.png
2616,473058,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/473058_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/473058_mask.png
5188,845555,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/845555_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/845555_mask.png
5279,858064,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/858064_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/858064_mask.png
5654,913696,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/913696_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/913696_mask.png
827,223078,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/223078_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/223078_mask.png
194,129892,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/129892_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/129892_mask.png
2173,408714,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/408714_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/408714_mask.png
224,134492,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/134492_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/134492_mask.png
2903,513903,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/513903_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/513903_mask.png
184,128392,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/128392_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/128392_mask.png
1269,285789,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/285789_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/285789_mask.png
4174,699877,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/699877_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/699877_mask.png
281,143345,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/143345_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/143345_mask.png
3828,645554,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/645554_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/645554_mask.png
350,153718,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/153718_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/153718_mask.png
6057,97279,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/97279_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/97279_mask.png
682,201182,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/201182_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/201182_mask.png
2070,395611,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/395611_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/395611_mask.png
375,157037,train,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/157037_sat.jpg,./data/road-detection-dataset-with-masks/deepglobe-road-extraction-dataset/train/157037_mask.png
